DateTime,Cloudiness (0 - 1),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C),Cloudiness (0 - 1),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C)
07/02/2013 01:00,0.0,2.5,1.0,11.1,14.3,0.0,0.0,1.0,11.4,14.9
07/02/2013 02:00,0.0,3.8,1.0,10.7,13.9,0.0,0.0,0.9,11.2,14.6
07/02/2013 03:00,0.0,4.2,1.0,10.2,13.6,0.0,0.0,1.0,10.6,14.3
07/02/2013 04:00,0.0,4.0,1.0,9.8,13.3,0.0,0.0,1.0,10.1,14.1
07/02/2013 05:00,0.0,4.3,1.0,9.8,13.0,0.0,0.0,1.0,10.3,13.9
07/02/2013 06:00,0.0,4.0,1.0,11.5,12.8,0.0,0.2,0.9,12.9,13.9
07/02/2013 07:00,0.0,0.5,1.0,13.5,12.8,0.0,0.0,0.8,16.5,14.0
07/02/2013 08:00,0.0,0.1,0.9,16.5,13.1,0.0,0.8,0.7,19.2,15.0
07/02/2013 09:00,0.0,0.1,0.8,19.0,13.8,0.0,1.2,0.7,21.2,16.1
07/02/2013 10:00,0.0,0.0,0.7,21.0,14.8,0.0,2.3,0.6,22.8,17.1
07/02/2013 11:00,0.0,0.1,0.7,22.3,16.0,0.0,1.5,0.6,24.1,18.0
07/02/2013 12:00,0.0,0.1,0.7,23.1,17.1,0.8,1.7,0.5,25.0,18.7
07/02/2013 13:00,0.0,0.1,0.6,23.8,17.8,0.0,1.5,0.5,25.6,18.9
07/02/2013 14:00,0.0,0.0,0.6,24.7,18.5,0.0,1.9,0.4,27.0,19.1
07/02/2013 15:00,0.0,0.2,0.8,21.0,18.4,0.4,0.5,0.5,25.6,18.5
07/02/2013 16:00,0.0,0.0,0.9,20.9,18.3,0.8,0.4,0.7,23.3,17.9
07/02/2013 17:00,0.0,0.4,0.9,20.6,18.0,0.0,0.3,0.7,23.0,18.1
07/02/2013 18:00,0.0,0.4,0.9,20.2,17.8,1.0,0.0,0.8,22.6,18.2
07/02/2013 19:00,0.0,0.6,0.9,19.7,17.7,0.2,0.0,0.8,22.2,18.2
07/02/2013 20:00,0.0,0.6,1.0,17.7,17.7,0.0,0.0,0.9,18.9,18.0
07/02/2013 21:00,0.0,1.1,1.0,16.3,17.3,0.4,0.0,0.9,17.2,17.6
07/02/2013 22:00,0.0,2.3,1.0,15.2,16.8,0.0,0.0,1.0,15.9,17.4
07/02/2013 23:00,0.0,3.7,1.0,14.5,16.4,0.0,0.4,1.0,15.3,17.0
07/03/2013 00:00,0.0,3.5,1.0,13.6,15.9,0.0,0.0,0.9,14.3,16.8
07/03/2013 01:00,0.0,3.3,1.0,12.9,15.5,0.0,0.2,1.0,13.9,16.5
07/03/2013 02:00,0.0,2.8,1.0,12.3,15.1,0.0,0.0,1.0,13.2,16.1
07/03/2013 03:00,0.0,2.5,1.0,11.7,14.7,0.0,0.0,1.0,12.5,15.8
07/03/2013 04:00,0.0,1.9,1.0,11.3,14.3,0.0,0.0,1.0,11.8,15.4
07/03/2013 05:00,0.0,1.9,1.0,11.2,13.9,0.0,0.0,1.0,11.7,15.1
07/03/2013 06:00,0.0,1.9,1.0,12.6,13.8,0.0,0.0,0.9,14.2,15.2
07/03/2013 07:00,0.0,3.2,1.0,14.7,13.8,0.0,0.1,0.8,18.1,15.2
07/03/2013 08:00,0.0,0.1,1.0,17.5,14.0,0.0,0.7,0.7,20.9,16.0
07/03/2013 09:00,0.0,0.0,0.9,19.4,14.6,0.0,0.7,0.7,21.7,16.3
07/03/2013 10:00,0.0,0.2,0.8,21.0,15.4,0.0,1.4,0.6,23.4,16.9
07/03/2013 11:00,0.0,0.2,0.8,22.7,16.0,0.2,2.6,0.5,25.3,18.1
07/03/2013 12:00,0.0,0.1,0.7,23.2,17.1,1.0,1.8,0.5,25.6,18.6
07/03/2013 13:00,0.0,0.2,0.6,24.8,18.0,0.8,2.3,0.5,27.1,19.7
07/03/2013 14:00,0.0,0.3,0.6,25.2,18.7,0.0,1.9,0.5,26.8,19.9
07/03/2013 15:00,0.0,0.0,0.6,25.3,19.3,0.0,1.9,0.4,27.0,19.7
07/03/2013 16:00,0.0,0.5,0.6,25.0,19.6,0.0,2.2,0.4,27.4,19.5
07/03/2013 17:00,0.0,0.7,0.7,23.4,19.7,0.0,1.7,0.4,26.6,19.2
07/03/2013 18:00,0.0,1.0,0.8,21.2,19.5,0.0,0.4,0.5,25.2,19.0
07/03/2013 19:00,0.0,1.4,0.7,20.3,19.1,0.2,0.4,0.6,23.2,19.0
07/03/2013 20:00,0.0,2.1,0.8,18.5,18.7,0.0,0.0,0.7,20.6,18.8
07/03/2013 21:00,0.0,2.2,0.9,16.8,18.3,0.0,0.0,0.8,18.0,18.6
07/03/2013 22:00,0.0,2.1,0.9,15.7,18.0,0.0,0.0,0.9,16.3,18.4
07/03/2013 23:00,0.0,0.0,0.9,14.9,17.7,0.0,0.2,0.9,15.7,18.1
07/04/2013 00:00,0.0,0.0,1.0,14.8,17.3,0.0,0.0,0.9,15.8,17.8
07/04/2013 01:00,0.0,0.0,1.0,14.8,16.8,1.0,0.6,0.9,16.0,17.6
07/04/2013 02:00,0.0,0.0,1.0,14.8,16.5,0.0,0.6,0.9,16.3,17.3
07/04/2013 03:00,0.0,0.0,1.0,15.0,16.2,0.4,0.0,0.9,16.6,17.1
07/04/2013 04:00,0.0,0.0,1.0,15.8,16.0,1.0,0.0,0.9,16.1,16.9
07/04/2013 05:00,0.0,0.0,1.0,15.7,15.7,1.0,0.0,0.9,15.7,16.8
07/04/2013 06:00,0.0,0.0,1.0,16.4,15.4,0.2,0.2,0.9,18.0,16.8
07/04/2013 07:00,0.0,0.0,0.9,17.9,15.4,0.0,1.1,0.7,21.6,16.9
07/04/2013 08:00,0.0,0.3,0.9,20.1,15.5,0.0,1.7,0.6,23.7,17.9
07/04/2013 09:00,0.0,0.0,0.7,22.2,16.1,0.0,1.6,0.6,24.6,18.7
07/04/2013 10:00,0.0,0.2,0.7,22.8,17.0,0.0,0.5,0.6,24.0,18.7
07/04/2013 11:00,0.0,0.3,0.6,23.7,18.0,0.0,0.2,0.5,25.8,19.5
07/04/2013 12:00,0.0,0.1,0.7,24.4,19.0,0.0,0.5,0.5,25.8,19.8
07/04/2013 13:00,0.0,0.4,0.6,24.9,19.5,0.0,1.3,0.6,26.7,20.7
07/04/2013 14:00,0.0,0.2,0.7,24.1,19.7,0.0,1.1,0.6,26.0,20.4
07/04/2013 15:00,0.0,0.1,0.7,25.6,20.5,0.0,1.3,0.6,25.7,19.9
07/04/2013 16:00,0.0,0.1,0.6,25.1,20.4,0.0,1.0,0.5,26.4,20.1
07/04/2013 17:00,0.0,0.0,0.8,22.4,20.0,0.0,2.0,0.5,26.2,20.2
